Agency Case Number,Report Date,Time of Crime,Occur Begin Day,Occur Begin Date,Occur Begin Time,Occur End Day,Occur End Date,Occur End Time,Crime Class,Incident Type,UCR,Long ID,Crime Attempt,Class Description,Last 30 Days,Neighborhood Association,Neighborhood,X,Y,ZIPCODE
APD*22094113,07/06/2022 12:00:00 AM,20,TUE,07/05/2022 12:00:00 AM,20:00,WED,07/06/2022 12:00:00 AM,8:00,PL,PETIT LARCENY,6,1552500AM0,No,THEFT FROM MOTOR VEHICLE,FALSE,Downtown,POINT,-73.75323798,42.64956228,12210
APD*22064871,05/14/2022 12:00:00 AM,8,SAT,05/14/2022 12:00:00 AM,8:10,SAT,05/14/2022 12:00:00 AM,8:25,PL,PETIT LARCENY,6,1552500AM0,No,SHOPLIFTING,FALSE,South End,POINT,-73.75926175,42.63927479,12202
APD*22144022,10/05/2022 12:00:00 AM,10,WED,10/05/2022 12:00:00 AM,10:00,WED,10/05/2022 12:00:00 AM,10:00,PL,CRIM MIS INTENT DAMAGE PROPRTY,19,1450001AM4,No,,FALSE,Delaware Area,POINT,-73.78088741,42.63990609,12209
APD*22064807,05/14/2022 12:00:00 AM,2,SAT,05/14/2022 12:00:00 AM,2:49,SAT,05/14/2022 12:00:00 AM,2:49,PL,CRIM POSS CONTRL SUBST,10,2200300AM7,No,PART 2 OFFENSE,FALSE,Washington Square,POINT,-73.77182549,42.66170907,12203
APD*22065143,05/14/2022 12:00:00 AM,18,SAT,05/14/2022 12:00:00 AM,18:12,SAT,05/14/2022 12:00:00 AM,18:13,PL,RECKLESS ENDANGERMENT 1ST,24,1202500DF1,No,,FALSE,West Hill,POINT,-73.76484425,42.66669119,12206
APD*22160248,11/04/2022 12:00:00 AM,21,THU,11/03/2022 12:00:00 AM,21:30,FRI,11/04/2022 12:00:00 AM,7:45,PL,PETIT LARCENY,6,1552500AM0,,,TRUE,South End,POINT,-73.75926175,42.63927479,12202
APD*22093952,07/06/2022 12:00:00 AM,16,MON,07/04/2022 12:00:00 AM,16:50,MON,07/04/2022 12:00:00 AM,17:00,PL,CRIM MIS INTENT DAMAGE PROPRTY,19,1450001AM4,No,,FALSE,Hudson Park,POINT,-73.76602553,42.65100307,12210
APD*22144337,10/05/2022 12:00:00 AM,20,WED,10/05/2022 12:00:00 AM,20:54,WED,10/05/2022 12:00:00 AM,20:54,PL,UNLAWFULLY DEALING WITH A CHILD,999,26010,No,PART 2 OFFENSE,FALSE,No. Albany / Shaker Park,POINT,-73.7452875,42.67282699,12204
APD*22094031,07/06/2022 12:00:00 AM,12,WED,07/06/2022 12:00:00 AM,12:00,WED,07/06/2022 12:00:00 AM,16:00,PL,GRAND LARCENY 3RD DEGREE: PROPERTY VALUE EXCEEDS $3000,7,1553501DF3,No,MOTOR VEHICLE THEFT,FALSE,No. Albany / Shaker Park,POINT,-73.7452875,42.67282699,12204
APD*22126048,09/02/2022 12:00:00 AM,2,SAT,08/20/2022 12:00:00 AM,2:30,FRI,09/02/2022 12:00:00 AM,14:41,PL,BURGLARY 3RD,5,1402000DF3,No,,FALSE,Delaware Area,POINT,-73.78088741,42.63990609,12209
APD*22091632,07/02/2022 12:00:00 AM,1,SAT,07/02/2022 12:00:00 AM,1:39,SAT,07/02/2022 12:00:00 AM,9:15,PL,PETIT LARCENY,6,1552500AM0,No,THEFT FROM BUILDING,FALSE,Arbor Hill Concerned Citizens,POINT,-73.75322583,42.66222004,12207
APD*22064979,05/14/2022 12:00:00 AM,8,MON,05/09/2022 12:00:00 AM,8:00,SAT,05/14/2022 12:00:00 AM,8:00,PL,CPW-2ND: LOADED FIREARM,11,2650303CF2,No,PERSON,FALSE,Sheridan Hollow,POINT,-73.75740728,42.65668958,12210
APD*22115486,08/14/2022 12:00:00 AM,16,SAT,08/13/2022 12:00:00 AM,16:00,SUN,08/14/2022 12:00:00 AM,16:16,PL,GRAND LARCENY 4  CREDIT CARD,6,1553004EF4,No,THEFT FROM BUILDING,FALSE,Beverwyck,POINT,-73.78222713,42.67006294,12206
APD*22110571,08/05/2022 12:00:00 AM,11,THU,08/04/2022 12:00:00 AM,11:00,THU,08/04/2022 12:00:00 AM,16:00,PL,PETIT LARCENY,6,1552500AM0,No,ALL OTHER LARCENIES,FALSE,New Scotland / Woodlawn,POINT,-73.79535522,42.65720944,12208
APD*21174922,12/26/2021 12:00:00 AM,21,SUN,12/26/2021 12:00:00 AM,21:30,SUN,12/26/2021 12:00:00 AM,22:10,PL,ROB  FORCBLE THEFT W/USE-INSTRM,3,1601503BF1,No,NOT APPLICABLE,FALSE,Sheridan Hollow,POINT,-73.75740728,42.65668958,12210
APD*22094218,07/06/2022 12:00:00 AM,23,WED,07/06/2022 12:00:00 AM,23:40,WED,07/06/2022 12:00:00 AM,23:42,PL,ASLT W/INT CAUSE PH INJ W/WEAP,4,1200502DF2,No,,FALSE,Pine Hills,POINT,-73.78661269,42.66269594,12208
APD*22094108,07/06/2022 12:00:00 AM,20,TUE,07/05/2022 12:00:00 AM,20:00,TUE,07/05/2022 12:00:00 AM,8:00,PL,CRIMINAL MISCHIEF 3RD:DAMAGE ANOTHER'S PROPERTY-AMOUNT> $250,19,1450502EF3,No,,FALSE,Downtown,POINT,-73.75323798,42.64956228,12210
APD*22092372,07/03/2022 12:00:00 AM,17,SUN,07/03/2022 12:00:00 AM,17:14,SUN,07/03/2022 12:00:00 AM,17:14,PL,PETIT LARCENY,6,1552500AM0,No,THEFT FROM BUILDING,FALSE,Beverwyck,POINT,-73.78222713,42.67006294,12206
APD*22093117,07/04/2022 12:00:00 AM,23,MON,07/04/2022 12:00:00 AM,23:00,MON,07/04/2022 12:00:00 AM,23:16,PL,CRIMINAL MISCHIEF 3RD:DAMAGE ANOTHER'S PROPERTY-AMOUNT> $250,19,1450502EF3,No,,FALSE,Hudson Park,POINT,-73.76602553,42.65100307,12210
APD*22122775,08/27/2022 12:00:00 AM,18,FRI,08/26/2022 12:00:00 AM,18:00,SAT,08/27/2022 12:00:00 AM,16:47,PL,CRIM MIS INTENT DAMAGE PROPRTY,19,1450001AM4,No,,FALSE,Pine Hills,POINT,-73.78661269,42.66269594,12208
APD*22071692,05/26/2022 12:00:00 AM,17,SAT,05/14/2022 12:00:00 AM,17:00,TUE,05/24/2022 12:00:00 AM,17:00,PL,PETIT LARCENY,6,1552500AM0,No,THEFT FROM BUILDING,FALSE,Downtown,POINT,-73.75323798,42.64956228,12210
APD*22079880,06/10/2022 12:00:00 AM,20,SAT,05/14/2022 12:00:00 AM,20:30,SAT,05/14/2022 12:00:00 AM,22:30,PL,ROB 2 CAUSES PHYSICAL INJURY,3,160102ACF2,Yes,,FALSE,Arbor Hill Concerned Citizens,POINT,-73.75322583,42.66222004,12207
APD*22110631,08/05/2022 12:00:00 AM,11,FRI,08/05/2022 12:00:00 AM,11:00,FRI,08/05/2022 12:00:00 AM,11:00,PL,UNAUTH USE VEH W/O OWNR CONST,7,1650501AM3,No,MOTOR VEHICLE THEFT,FALSE,Helderberg,POINT,-73.79429112,42.65140586,12208
APD*22017188,02/06/2022 12:00:00 AM,14,SUN,02/06/2022 12:00:00 AM,14:39,SUN,02/06/2022 12:00:00 AM,16:20,PL,PETIT LARCENY,6,1552500AM0,No,SHOPLIFTING,FALSE,The Dunes,POINT,-73.86321786,42.7057702,12203
APD*22093534,07/05/2022 12:00:00 AM,16,TUE,07/05/2022 12:00:00 AM,16:24,TUE,07/05/2022 12:00:00 AM,16:24,PL,HARRASSMENT 2ND- PHY CONTACT,24,24026010V2,No,PERSON DOM VIOLENCE,FALSE,South End,POINT,-73.75926175,42.63927479,12202
APD*22093637,07/05/2022 12:00:00 AM,21,TUE,07/05/2022 12:00:00 AM,21:25,TUE,07/05/2022 12:00:00 AM,21:25,PL,DISOBEY MANDATE EXC  JL 753A-2,33,2155003AM2,No,PERSON DOM VIOLENCE,FALSE,West Hill,POINT,-73.76484425,42.66669119,12206
APD*22092968,07/04/2022 12:00:00 AM,20,MON,07/04/2022 12:00:00 AM,20:00,MON,07/04/2022 12:00:00 AM,20:00,PL,PETIT LARCENY,6,1552500AM0,No,THEFT FROM BUILDING,FALSE,Mansion,POINT,-73.7586478,42.64515202,12202
APD*22144060,10/05/2022 12:00:00 AM,18,TUE,10/04/2022 12:00:00 AM,18:30,WED,10/05/2022 12:00:00 AM,7:50,PL,PETIT LARCENY,6,1552500AM0,No,THEFT OF MOTOR VEH PARTS ACCESSORIES,FALSE,Pine Hills,POINT,-73.78661269,42.66269594,12208
APD*22031105,03/06/2022 12:00:00 AM,20,SUN,03/06/2022 12:00:00 AM,20:47,SUN,03/06/2022 12:00:00 AM,20:47,PL,CRIM CONTEMPT-1ST - COMMUNICATES,24,21551B3EF1,No,,FALSE,West Hill,POINT,-73.76484425,42.66669119,12206
APD*22092634,07/04/2022 12:00:00 AM,2,MON,07/04/2022 12:00:00 AM,2:17,MON,07/04/2022 12:00:00 AM,2:17,PL,CRIM MIS INTENT DAMAGE PROPRTY,19,1450001AM4,No,,FALSE,South End,POINT,-73.75926175,42.63927479,12202
APD*22122703,08/27/2022 12:00:00 AM,14,SAT,08/27/2022 12:00:00 AM,14:50,SAT,08/27/2022 12:00:00 AM,15:00,PL,CRIM POSS WEAP FIREARM/KNIFE,11,2650101AM4,No,,FALSE,Washington Park,POINT,-73.77088465,42.65723655,12202
APD*22061170,05/07/2022 12:00:00 AM,15,MON,04/25/2022 12:00:00 AM,15:44,MON,04/25/2022 12:00:00 AM,15:51,PL,CRIMINAL MISCHIEF 3RD:DAMAGE ANOTHER'S PROPERTY-AMOUNT> $250,19,1450502EF3,No,,FALSE,South End,POINT,-73.75926175,42.63927479,12202
APD*22030411,03/05/2022 12:00:00 AM,16,FRI,03/04/2022 12:00:00 AM,16:00,FRI,03/04/2022 12:00:00 AM,16:00,PL,DISOBEY MANDATE EXC  JL 753A-2,33,2155003AM2,No,PERSON DOM VIOLENCE,FALSE,West Hill,POINT,-73.76484425,42.66669119,12206
APD*21161245,11/27/2021 12:00:00 AM,15,SAT,11/27/2021 12:00:00 AM,15:00,SAT,11/27/2021 12:00:00 AM,15:58,PL,UNLAWFULLY DEALING WITH A CHILD,999,26010,No,PART 2 OFFENSE,FALSE,West Hill,POINT,-73.76484425,42.66669119,12206
APD*22122901,08/27/2022 12:00:00 AM,21,SAT,08/27/2022 12:00:00 AM,21:25,SAT,08/27/2022 12:00:00 AM,21:25,PL,HARRASSMENT 2ND- PHY CONTACT,24,24026010V2,No,PERSON DOM VIOLENCE,FALSE,Arbor Hill Concerned Citizens,POINT,-73.75322583,42.66222004,12207
APD*22091638,07/02/2022 12:00:00 AM,9,SAT,07/02/2022 12:00:00 AM,9:45,SAT,07/02/2022 12:00:00 AM,9:45,PL,CRIMINAL OBSTRUCTION OF BREATHING OR BLOOD CIRCULATION,24,1211100AM0,No,UNKNOWN,FALSE,Sheridan Hollow,POINT,-73.75740728,42.65668958,12210
APD*22071223,05/26/2022 12:00:00 AM,19,WED,05/25/2022 12:00:00 AM,19:30,WED,05/25/2022 12:00:00 AM,19:45,PL,CRIMINAL MISCHIEF 3RD:DAMAGE ANOTHER'S PROPERTY-AMOUNT> $250,19,1450502EF3,No,,FALSE,Hudson Park,POINT,-73.76602553,42.65100307,12210
APD*22110646,08/05/2022 12:00:00 AM,17,FRI,08/05/2022 12:00:00 AM,17:47,FRI,08/05/2022 12:00:00 AM,18:12,PL,AGG/HAR INTENT HARASS ANNOY/ COMM. ANNON,999,2403001AAM2,No,PERSON,FALSE,Ten Broeck Triangle Preservation League,POINT,-73.75119995,42.65693726,12210
APD*22071658,05/26/2022 12:00:00 AM,9,THU,10/21/2021 12:00:00 AM,9:00,THU,05/26/2022 12:00:00 AM,15:00,PL,PETIT LARCENY,6,1552500AM0,No,ALL OTHER LARCENIES,FALSE,Upper Washington Avenue,POINT,-73.79858973,42.68173914,12206
APD*22122900,08/27/2022 12:00:00 AM,21,SAT,08/27/2022 12:00:00 AM,21:00,SAT,08/27/2022 12:00:00 AM,21:00,PL,STALKING 4TH - CAUSE FEAR,24,1204501BM4,No,,FALSE,West End,POINT,-73.77810409,42.67496958,12206
APD*22110315,08/05/2022 12:00:00 AM,2,FRI,08/05/2022 12:00:00 AM,2:00,FRI,08/05/2022 12:00:00 AM,8:30,PL,GRAND LARCENY 3RD DEGREE: PROPERTY VALUE EXCEEDS $3000,6,1553501DF3,No,THEFT FROM MOTOR VEHICLE,FALSE,South End,POINT,-73.75926175,42.63927479,12202
APD*22144076,10/05/2022 12:00:00 AM,14,MON,10/03/2022 12:00:00 AM,14:36,MON,10/03/2022 12:00:00 AM,15:30,PL,PETIT LARCENY,6,1552500AM0,No,ALL OTHER LARCENIES,FALSE,Pine Hills,POINT,-73.78661269,42.66269594,12208
APD*22052791,04/20/2022 12:00:00 AM,16,THU,04/14/2022 12:00:00 AM,16:00,WED,04/20/2022 12:00:00 AM,9:00,PL,GR LAR 4-VALUE PROPERTY GREATER THAN $1000,6,1553001EF4,No,ALL OTHER LARCENIES,FALSE,Sheridan Hollow,POINT,-73.75740728,42.65668958,12210
APD*22052948,04/20/2022 12:00:00 AM,15,WED,04/20/2022 12:00:00 AM,15:20,WED,04/20/2022 12:00:00 AM,15:20,PL,PETIT LARCENY,6,1552500AM0,No,ALL OTHER LARCENIES,FALSE,Washington Square,POINT,-73.77182549,42.66170907,12203
APD*22104277,07/25/2022 12:00:00 AM,15,FRI,07/22/2022 12:00:00 AM,15:30,MON,07/25/2022 12:00:00 AM,6:00,PL,CRIMINAL MISCHIEF 3RD:DAMAGE ANOTHER'S PROPERTY-AMOUNT> $250,19,1450502EF3,No,,FALSE,No. Albany / Shaker Park,POINT,-73.7452875,42.67282699,12204
APD*22126903,09/04/2022 12:00:00 AM,1,SUN,09/04/2022 12:00:00 AM,1:18,SUN,09/04/2022 12:00:00 AM,1:18,PL,CRIM POSS CONTRL SUBST,10,2200300AM7,No,PART 2 OFFENSE,FALSE,Helderberg,POINT,-73.79429112,42.65140586,12208
APD*22094635,07/07/2022 12:00:00 AM,15,THU,07/07/2022 12:00:00 AM,15:40,THU,07/07/2022 12:00:00 AM,16:30,PL,CRIM MIS INTENT DAMAGE PROPRTY,19,1450001AM4,No,,FALSE,Beverwyck,POINT,-73.78222713,42.67006294,12206
APD*22052917,04/20/2022 12:00:00 AM,6,WED,04/20/2022 12:00:00 AM,6:20,WED,04/20/2022 12:00:00 AM,19:00,PL,BURG:W/CRI INT - DWELLING,5,1402502CF2,No,,FALSE,West End,POINT,-73.77810409,42.67496958,12206
APD*22110482,08/05/2022 12:00:00 AM,10,FRI,08/05/2022 12:00:00 AM,10:00,FRI,08/05/2022 12:00:00 AM,12:38,PL,CRIM MIS INTENT DAMAGE PROPRTY,19,1450001AM4,No,,FALSE,West End,POINT,-73.77810409,42.67496958,12206
APD*22060683,05/06/2022 12:00:00 AM,13,FRI,05/06/2022 12:00:00 AM,13:52,FRI,05/06/2022 12:00:00 AM,14:00,PL,PETIT LARCENY,6,1552500AM0,No,SHOPLIFTING,FALSE,West End,POINT,-73.77810409,42.67496958,12206
APD*21161091,11/27/2021 12:00:00 AM,6,SAT,11/27/2021 12:00:00 AM,6:30,SAT,11/27/2021 12:00:00 AM,6:30,PL,HARRASSMENT 2ND- PHY CONTACT,24,24026010V2,No,PERSON,FALSE,Delaware Area,POINT,-73.78088741,42.63990609,12209
APD*22058551,05/02/2022 12:00:00 AM,11,MON,05/02/2022 12:00:00 AM,11:40,MON,05/02/2022 12:00:00 AM,11:50,PL,HARRASSMENT 2ND- PHY CONTACT,24,24026010V2,No,PERSON,FALSE,Sheridan Hollow,POINT,-73.75740728,42.65668958,12210
APD*22052995,04/20/2022 12:00:00 AM,12,WED,04/20/2022 12:00:00 AM,12:30,WED,04/20/2022 12:00:00 AM,12:39,PL,PETIT LARCENY,6,1552500AM0,No,SHOPLIFTING,FALSE,The Dunes,POINT,-73.86321786,42.7057702,12203
APD*22031889,03/08/2022 12:00:00 AM,9,TUE,03/08/2022 12:00:00 AM,9:40,TUE,03/08/2022 12:00:00 AM,10:45,PL,GRAND LARCENY 4  CREDIT CARD,6,1553004EF4,No,THEFT FROM BUILDING,FALSE,Pine Hills,POINT,-73.78661269,42.66269594,12208
APD*22064783,05/14/2022 12:00:00 AM,20,FRI,05/13/2022 12:00:00 AM,20:30,SAT,05/14/2022 12:00:00 AM,2:16,PL,CRIM MIS INTENT DAMAGE PROPRTY,19,1450001AM4,No,,FALSE,Downtown,POINT,-73.75323798,42.64956228,12210
APD*22064976,05/14/2022 12:00:00 AM,11,SAT,05/14/2022 12:00:00 AM,11:00,SAT,05/14/2022 12:00:00 AM,11:15,PL,HARRASSMENT 2ND-FOLLOW PERSON,33,24026020V2,No,,FALSE,West Hill,POINT,-73.76484425,42.66669119,12206
APD*22094107,07/06/2022 12:00:00 AM,20,TUE,07/05/2022 12:00:00 AM,20:00,WED,07/06/2022 12:00:00 AM,8:00,PL,CRIMINAL MISCHIEF 3RD:DAMAGE ANOTHER'S PROPERTY-AMOUNT> $250,19,1450502EF3,No,,FALSE,Downtown,POINT,-73.75323798,42.64956228,12210
APD*22052966,04/20/2022 12:00:00 AM,20,WED,04/20/2022 12:00:00 AM,20:52,WED,04/20/2022 12:00:00 AM,20:52,PL,MENACING-2ND - WEAPON,4,1201401AM2,No,DOMESTIC VIOLENCE RELATED,FALSE,No. Albany / Shaker Park,POINT,-73.7452875,42.67282699,12204
APD*22039175,03/23/2022 12:00:00 AM,17,WED,03/23/2022 12:00:00 AM,17:21,WED,03/23/2022 12:00:00 AM,17:21,PL,HARRASSMENT 2ND- PHY CONTACT,24,24026010V2,No,PERSON DOM VIOLENCE,FALSE,The Dunes,POINT,-73.86321786,42.7057702,12203
APD*22030729,03/05/2022 12:00:00 AM,15,SAT,03/05/2022 12:00:00 AM,15:30,SAT,03/05/2022 12:00:00 AM,15:35,PL,HARRASSMENT 2ND- PHY CONTACT,24,24026010V2,No,PERSON,FALSE,Arbor Hill Concerned Citizens,POINT,-73.75322583,42.66222004,12207
APD*22024795,02/21/2022 12:00:00 AM,17,MON,02/21/2022 12:00:00 AM,17:00,MON,02/21/2022 12:00:00 AM,17:20,PL,PETIT LARCENY,6,1552500AM0,No,SHOPLIFTING,FALSE,The Dunes,POINT,-73.86321786,42.7057702,12203
APD*22017172,02/06/2022 12:00:00 AM,13,SUN,02/06/2022 12:00:00 AM,13:50,SUN,02/06/2022 12:00:00 AM,13:55,PL,CRIMINAL POSSESSION OF A WEAPON-2ND DEGREE: LOADED FIREARM,11,265031BCF2,No,PERSON,FALSE,West Hill,POINT,-73.76484425,42.66669119,12206
APD*22058413,05/02/2022 12:00:00 AM,3,MON,05/02/2022 12:00:00 AM,3:50,MON,05/02/2022 12:00:00 AM,4:00,PL,CRIMINAL MISCHIEF 3RD:DAMAGE ANOTHER'S PROPERTY-AMOUNT> $250,19,1450502EF3,No,,FALSE,Hudson Park,POINT,-73.76602553,42.65100307,12210
APD*22094304,07/07/2022 12:00:00 AM,22,WED,07/06/2022 12:00:00 AM,22:00,THU,07/07/2022 12:00:00 AM,7:30,PL,CRIMINAL MISCHIEF 3RD:DAMAGE ANOTHER'S PROPERTY-AMOUNT> $250,19,1450502EF3,No,,FALSE,No. Albany / Shaker Park,POINT,-73.7452875,42.67282699,12204
APD*22126916,09/04/2022 12:00:00 AM,1,SUN,09/04/2022 12:00:00 AM,1:45,SUN,09/04/2022 12:00:00 AM,1:55,PL,MURDER  INTENTION,4,1252501AF2,Yes,PERSON,FALSE,West Hill,POINT,-73.76484425,42.66669119,12206
APD*22127200,09/04/2022 12:00:00 AM,16,FRI,07/01/2022 12:00:00 AM,16:00,SAT,09/03/2022 12:00:00 AM,12:00,PL,GR LAR 4-VALUE PROPERTY GREATER THAN $1000,7,1553001EF4,No,MOTOR VEHICLE THEFT,FALSE,Beverwyck,POINT,-73.78222713,42.67006294,12206
APD*22058553,05/02/2022 12:00:00 AM,11,MON,05/02/2022 12:00:00 AM,11:50,MON,05/02/2022 12:00:00 AM,11:56,PL,MENACING-2ND - WEAPON,4,1201401AM2,No,DOMESTIC VIOLENCE RELATED,FALSE,South End,POINT,-73.75926175,42.63927479,12202
APD*22094211,07/06/2022 12:00:00 AM,11,MON,07/04/2022 12:00:00 AM,11:00,WED,07/06/2022 12:00:00 AM,3:36,PL,GRAND LARCENY 3RD DEGREE: PROPERTY VALUE EXCEEDS $3000,7,1553501DF3,No,MOTOR VEHICLE THEFT,FALSE,Second Avenue,POINT,-73.77099991,42.63822987,12202
APD*22031020,03/06/2022 12:00:00 AM,12,SUN,03/06/2022 12:00:00 AM,12:30,SUN,03/06/2022 12:00:00 AM,12:30,PL,CRIMINAL MISCHIEF 3RD:DAMAGE ANOTHER'S PROPERTY-AMOUNT> $250,19,1450502EF3,No,,FALSE,Sheridan Hollow,POINT,-73.75740728,42.65668958,12210
APD*22032071,03/08/2022 12:00:00 AM,12,SUN,03/06/2022 12:00:00 AM,12:00,TUE,03/08/2022 12:00:00 AM,15:00,PL,BURGLARY 3RD,5,1402000DF3,No,,FALSE,West Hill,POINT,-73.76484425,42.66669119,12206
APD*22144142,10/05/2022 12:00:00 AM,14,WED,10/05/2022 12:00:00 AM,14:05,WED,10/05/2022 12:00:00 AM,14:20,PL,PETIT LARCENY,6,1552500AM0,No,SHOPLIFTING,FALSE,West End,POINT,-73.77810409,42.67496958,12206
APD*22110659,08/05/2022 12:00:00 AM,16,TUE,06/21/2022 12:00:00 AM,16:44,WED,06/22/2022 12:00:00 AM,18:24,PL,POSSESS  FORGED INSTRUMENT-1ST,15,1703000CF1,No,,FALSE,Downtown,POINT,-73.75323798,42.64956228,12210
APD*22080044,06/10/2022 12:00:00 AM,18,FRI,06/10/2022 12:00:00 AM,18:45,FRI,06/10/2022 12:00:00 AM,19:00,PL,UNAUTH USE VEH W/O OWNR CONST,7,1650501AM3,No,MOTOR VEHICLE THEFT,FALSE,Delaware Area,POINT,-73.78088741,42.63990609,12209
APD*22143997,10/05/2022 12:00:00 AM,9,WED,10/05/2022 12:00:00 AM,9:40,WED,10/05/2022 12:00:00 AM,12:00,PL,GRAND LARCENY 3 VALUE GREATER THAN $3000,7,1553500DF3,No,MOTOR VEHICLE THEFT,FALSE,West Hill,POINT,-73.76484425,42.66669119,12206
APD*22122783,08/27/2022 12:00:00 AM,17,SAT,08/27/2022 12:00:00 AM,17:10,SAT,08/27/2022 12:00:00 AM,17:16,PL,ASLT W/INT CAUSE PH INJ W/WEAP,4,1200502DF2,No,,FALSE,West Hill,POINT,-73.76484425,42.66669119,12206
APD*22031317,03/07/2022 12:00:00 AM,10,MON,03/07/2022 12:00:00 AM,10:08,MON,03/07/2022 12:00:00 AM,10:20,PL,CRIMINAL TAMPERING -3RD,19,1451400BM3,No,,FALSE,West End,POINT,-73.77810409,42.67496958,12206
APD*22058546,05/02/2022 12:00:00 AM,10,SAT,04/30/2022 12:00:00 AM,10:46,SUN,05/01/2022 12:00:00 AM,14:41,PL,GR LAR 4-VALUE PROPERTY GREATER THAN $1000,6,1553001EF4,No,THEFT FROM BUILDING,FALSE,Ten Broeck Triangle Preservation League,POINT,-73.75119995,42.65693726,12210
APD*22110546,08/05/2022 12:00:00 AM,14,FRI,08/05/2022 12:00:00 AM,14:28,FRI,08/05/2022 12:00:00 AM,14:28,PL,HARRASSMENT 2ND- PHY CONTACT,24,24026010V2,No,PERSON DOM VIOLENCE,FALSE,Hudson Park,POINT,-73.76602553,42.65100307,12210
APD*22155513,10/27/2022 12:00:00 AM,13,WED,10/26/2022 12:00:00 AM,13:00,WED,10/26/2022 12:00:00 AM,13:45,PL,PETIT LARCENY,6,1552500AM0,No,ALL OTHER LARCENIES,TRUE,Beverwyck,POINT,-73.78222713,42.67006294,12206
APD*22093221,07/05/2022 12:00:00 AM,2,TUE,07/05/2022 12:00:00 AM,2:15,TUE,07/05/2022 12:00:00 AM,2:37,PL,ROB  FORCBLE THEFT W/DEDLY WEAP,3,1601502BF1,No,PERSON,FALSE,West Hill,POINT,-73.76484425,42.66669119,12206
APD*22160126,11/04/2022 12:00:00 AM,0,FRI,11/04/2022 12:00:00 AM,0:15,FRI,11/04/2022 12:00:00 AM,0:17,PL,GRAND LARCENY 3RD DEGREE: PROPERTY VALUE EXCEEDS $3000,7,1553501DF3,,MOTOR VEHICLE THEFT,TRUE,Pine Hills,POINT,-73.78661269,42.66269594,12208
APD*22075428,06/02/2022 12:00:00 AM,15,THU,06/02/2022 12:00:00 AM,15:30,THU,06/02/2022 12:00:00 AM,16:40,PL,CPW-2ND: LOADED FIREARM,11,2650303CF2,No,PERSON,FALSE,West End,POINT,-73.77810409,42.67496958,12206
APD*22075029,06/02/2022 12:00:00 AM,0,THU,06/02/2022 12:00:00 AM,0:50,THU,06/02/2022 12:00:00 AM,0:50,PL,CRIM MIS INTENT DAMAGE PROPRTY,19,1450001AM4,No,,FALSE,No. Albany / Shaker Park,POINT,-73.7452875,42.67282699,12204
APD*22075270,06/02/2022 12:00:00 AM,8,THU,06/02/2022 12:00:00 AM,8:24,THU,06/02/2022 12:00:00 AM,11:24,PL,CRIMINAL POSSESSION OF A WEAPON-2ND DEGREE: LOADED FIREARM,11,265031BCF2,No,PERSON,FALSE,West Hill,POINT,-73.76484425,42.66669119,12206
APD*22075549,06/02/2022 12:00:00 AM,15,THU,06/02/2022 12:00:00 AM,15:20,THU,06/02/2022 12:00:00 AM,15:30,PL,ASLT W/INT CAUSES PHYS INJURY,24,1200001AM3,No,PERSON,FALSE,New Scotland / Woodlawn,POINT,-73.79535522,42.65720944,12208
APD*22075488,06/02/2022 12:00:00 AM,16,THU,06/02/2022 12:00:00 AM,16:44,THU,06/02/2022 12:00:00 AM,16:49,PL,PETIT LARCENY,6,1552500AM0,No,SHOPLIFTING,FALSE,The Dunes,POINT,-73.86321786,42.7057702,12203
APD*22030094,03/04/2022 12:00:00 AM,6,FRI,02/25/2022 12:00:00 AM,6:45,FRI,02/25/2022 12:00:00 AM,14:45,PL,CRIMINAL TRESPASS 2ND,33,1401501AM2,No,PART 2 OFFENSE,FALSE,West End,POINT,-73.77810409,42.67496958,12206
APD*22144172,10/05/2022 12:00:00 AM,14,WED,10/05/2022 12:00:00 AM,14:54,WED,10/05/2022 12:00:00 AM,14:54,PL,PETIT LARCENY,6,1552500AM0,No,THEFT FROM BUILDING,FALSE,West Hill,POINT,-73.76484425,42.66669119,12206
APD*22058666,05/02/2022 12:00:00 AM,16,MON,05/02/2022 12:00:00 AM,16:00,MON,05/02/2022 12:00:00 AM,16:00,PL,ASLT W/INT CAUSES PHYS INJURY,24,1200001AM3,No,PERSON DOM VIOLENCE,FALSE,Arbor Hill Concerned Citizens,POINT,-73.75322583,42.66222004,12207
APD*22071409,05/26/2022 12:00:00 AM,9,THU,05/26/2022 12:00:00 AM,9:52,THU,05/26/2022 12:00:00 AM,9:52,PL,UNAUTH USE VEH W/O OWNR CONST,7,1650501AM3,No,MOTOR VEHICLE THEFT,FALSE,No. Albany / Shaker Park,POINT,-73.7452875,42.67282699,12204
APD*22127327,09/04/2022 12:00:00 AM,17,SUN,09/04/2022 12:00:00 AM,17:30,SUN,09/04/2022 12:00:00 AM,17:30,PL,GRAND LARCENY 4  CREDIT CARD,6,1553004EF4,No,THEFT FROM BUILDING,FALSE,The Dunes,POINT,-73.86321786,42.7057702,12203
APD*22093532,07/05/2022 12:00:00 AM,21,MON,07/04/2022 12:00:00 AM,21:30,MON,07/04/2022 12:00:00 AM,21:35,PL,DISOBEY MANDATE EXC  JL 753A-2,33,2155003AM2,No,NOT APPLICABLE,FALSE,West Hill,POINT,-73.76484425,42.66669119,12206
